slang,formal,in_dictionary,context,categories
syg,sayang,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
aq,aku,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'homofon']"
qmu,kamu,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'subtitusi']"
aq,aku,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'homofon']"
jdi,jadi,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
tw,tau,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'subtitusi']"
gimana,bagaimana,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
sdkit2,sedikit-sedikit,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'reduplikasi']"
tntg,tentang,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
penyakitny,penyakitnya,False,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
gak,enggak,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
da,ada,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
yg,yang,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
gak,enggak,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
mgkin,mungkin,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
yg,yang,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
qmu,kamu,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'subtitusi']"
slalu,selalu,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
slalu,selalu,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
ngajarin,mengajari,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['afiksasi']
tntg,tentang,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
pa,apa,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
krn,karena,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
smakin,semakin,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
qmu,kamu,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'subtitusi']"
dy,dia,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['homofon']
spt,seperti,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
laenny,lainnya,False,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'modifikasi vokal']"
jga,juga,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
dri,dari,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
laenny,lainnya,False,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,"['abreviasi', 'modifikasi vokal']"
jga,juga,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
jga,juga,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
yach,ya,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['anaptiksis']
smoga,semoga,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['zeroisasi']
bsa,bisa,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['abreviasi']
dapet,dapat,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['modifikasi vokal']
amiinnn,amin,True,Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,['elongasi']
